-10,98,98,-42
-26,-33,17,42
38,-70,-86,67
-71,92,-20,44
-34,-80,-7,-43
-91,-12,-11,-26
69,99,53,-51
4,56,-20,-66
-29,13,66,94
22,-58,-92,-8
44,17,-18,45
55,80,72,-59
-49,-71,-51,0
-25,74,24,60
38,-26,-3,-34
-92,-50,-96,-62
-55,-59,-7,85
37,47,9,25
69,52,-92,-45
-65,41,70,-61
-3,36,-54,100
64,49,17,2
86,36,-46,83
52,-87,-3,-87
-3,7,-12,-44
-61,98,10,-63
89,2,-38,-79
-46,-72,94,-1
-29,-22,88,42
69,28,17,16
-93,64,38,-16
-40,17,9,86
-96,-2,66,-55
-95,35,53,69
-85,63,-89,33
98,-60,47,26
75,-30,69,96
-81,-99,-81,-8
50,51,-34,63
-86,-21,9,-89
-29,-37,-69,90
-40,-45,86,-2
49,16,-69,-22
-48,-73,38,34
-93,1,-63,87
93,66,-42,-65
-12,93,-56,-70
11,2,42,70
-37,-39,79,-52
10,51,86,26
80,-84,-8,-17
22,66,30,-9
59,28,-27,-99
-55,-85,-5,84
55,4,-79,-49
-69,-78,30,-52
7,10,-21,-96
77,98,2,-55
51,-51,-87,-4
33,-25,-12,-57
88,-95,-4,-21
-68,8,-87,43
-83,52,-70,-2
-41,-9,-57,91
50,98,-37,-6
-59,31,10,-33
26,2,-31,-19
-55,-54,53,-91
-73,-73,-67,-80
61,67,4,-9
-14,30,-52,-89
18,91,10,-77
-88,-14,57,94
-75,48,-59,-56
72,15,36,34
92,-69,78,73
40,20,100,68
-33,27,37,-94
9,3,-98,-98
-84,80,-76,12
93,36,-16,-66
-84,56,17,-97
54,-38,-38,57
-44,-25,51,-7
-46,-42,2,6
8,14,-74,-98
-48,-8,-38,-76
67,-92,-46,69
67,-64,-72,-32
30,39,33,99
11,-95,57,-26
68,-28,-7,-36
56,-74,-71,-49
-92,55,38,-28
62,-39,92,-68
6,-56,-16,91
2,-96,-73,59
42,60,-28,-46
33,99,-34,-63
78,-8,-91,64
-7,-1,91,76
-17,93,-92,-64
90,58,10,-48
-9,-79,97,-65
20,-54,-59,93
98,30,-25,-100
-50,51,39,100
92,41,53,10
-46,-6,95,-55
-32,-21,-51,87
-95,62,63,3
19,34,68,-49
-82,49,-27,100
45,51,51,27
-97,41,59,10
28,-35,57,45
0,-77,85,-7
-22,-16,73,85
-94,-90,25,99
4,47,-49,-1
-81,43,-93,100
-90,-66,65,-24
83,-30,20,-61
100,55,58,-92
-24,77,-15,-91
-3,73,33,51
37,66,-10,26
44,-66,95,-9
0,37,-62,26
-52,77,39,85
-1,81,45,82
-99,45,58,-25
46,15,-85,-30
43,74,23,42
63,32,8,-68
51,-82,-67,-21
57,-91,96,-18
-86,94,-54,74
-77,-57,100,-64
-34,95,46,97
-29,83,-18,61
-27,-21,-11,-65
85,80,45,-24
-13,-36,-51,71
-35,49,42,13
-20,0,-2,17
3,52,6,65
93,7,31,-72
-51,81,48,-95
-48,-95,67,37
63,32,56,-78
-78,83,-98,-85
-65,15,-65,89
-96,66,29,-46
-68,-82,-100,-29
7,22,86,73
-77,-44,78,82
-70,48,66,-57
65,-38,51,-56
-15,-13,-57,-12
96,-13,-98,22
61,-72,64,52
-80,28,-40,-70
84,25,-83,-93
-73,44,54,67
-39,9,-97,40
68,-76,-29,13
-88,85,28,-82
-35,-25,-30,-1
-6,88,21,9
-57,-96,-47,-50
-80,95,-76,-9
-54,-67,48,-15
62,53,-35,-73
74,60,1,-97
84,40,77,11
-18,-98,-76,-56
76,93,7,-17
-63,-51,-57,63
55,-46,-7,-11
-26,50,10,64
77,-73,-90,-74
61,-53,51,72
-28,6,-96,-50
-39,-78,18,19
-28,71,81,-72
-20,33,80,-32
-41,24,-42,-46
16,-68,30,-4
96,44,-84,-71
43,-23,-17,-92
80,72,-85,50
-46,-49,45,85
32,88,55,26
77,25,-35,0
-72,82,99,-52
-49,-88,26,-53
-64,5,30,39
-1,-70,93,55
54,89,-56,-28
-94,46,-41,-49
16,-62,-51,83
-69,92,-12,48
-35,38,60,-33
11,55,-73,-59
17,84,-98,-26
-31,53,82,95
-23,-100,-31,-93
-20,-39,-69,-91
67,-89,4,-19
99,-96,68,-86
20,-43,80,-34
-34,97,70,27
-50,38,-69,-6
52,95,-11,-39
-3,-100,-73,15
53,-100,73,-87
-78,-69,-21,-90
10,-30,67,-60
57,94,42,-41
-87,94,41,-14
-14,46,-92,-74
96,34,61,-42
88,-62,65,49
-27,98,-49,7
-49,-94,-20,-82
39,49,91,0
12,56,8,-70
98,-14,-20,-75
-3,86,-69,-38
31,-65,-6,-17
85,19,31,18
-82,-98,52,-28
-80,-91,54,-74
-8,16,43,-41
41,57,-90,81
-14,97,98,-27
-48,93,-91,-41
-2,-92,93,40
47,-35,-40,-99
24,24,-23,6
57,-4,-62,24
-83,95,1,74
31,58,-75,90
-80,-51,-20,-73
-13,-56,28,-76
41,-11,33,65
-26,98,12,27
51,-38,-6,31
55,-67,-32,82
54,-55,-91,-65
81,23,-9,34
74,-61,3,11
8,95,68,-64
74,-93,75,-98
59,29,62,-28
-19,-19,42,27
-80,-81,-11,46
-20,-100,-3,36
79,-78,97,-73
-79,-98,76,70
51,-70,-31,99
42,-86,28,-14
65,-29,-4,-3
-80,-82,8,-16
-48,66,7,-21
-53,38,6,51
-16,84,-6,0
-29,91,-59,34
-36,-33,73,-13
59,-54,8,51
-85,11,-68,-12
-91,-74,-74,-59
59,-6,-2,-91
-77,-32,-68,52
-95,-77,37,34
39,72,87,13
56,-32,-57,60
-14,59,84,-49
-16,50,-4,18
67,-32,45,16
-38,37,51,-55
-80,34,-81,-1
64,62,6,35
-75,10,-97,-86
-81,13,-70,-40
-58,-29,6,-74
91,-32,4,-21
84,-35,-16,71
72,25,-80,75
-48,40,64,100
-62,-79,67,-75
-80,1,22,-35
41,43,3,73
18,65,39,18
-66,88,-81,-63
-66,38,-23,58
-42,61,68,38
-85,97,70,47
97,-35,-69,-57
-69,89,55,-25
-54,4,-4,-24
66,24,65,-100
97,49,43,-52
-91,93,65,28
-8,52,-52,-11
-6,43,13,92
-30,-32,-88,-62
43,-57,67,60
52,-37,7,-49
-22,70,79,11
-100,17,63,-6
-32,-21,40,-73
-70,76,-9,-1
-67,-43,16,34
-99,-13,11,-61
-8,50,-31,17
-91,-10,-92,-69
84,42,-47,-69
15,63,56,-77
85,-91,21,8
-76,-9,34,81
82,25,85,-27
38,-64,10,-29
42,-94,-71,62
47,-38,54,-33
80,-51,-28,-56
99,95,-29,-72
96,25,-54,-80
93,-96,13,89
-98,-51,64,-72
11,-88,13,-4
-58,70,82,-37
-57,68,41,63
-96,-86,35,-86
-28,47,9,-14
-87,7,61,-10
8,-40,-85,-37
-42,100,-58,-44
81,-2,38,-63
68,-48,24,3
15,-17,24,44
-20,79,-55,67
21,40,96,-25
-39,16,-16,-43
35,90,39,-52
42,-43,62,84
-27,-61,-8,-13
-6,33,27,-44
-50,59,99,-17
76,-78,89,6
-74,13,97,86
-29,32,-85,-90
-68,-22,85,-31
-52,-74,76,-53
64,19,-98,87
-40,78,-52,-87
67,-84,86,-13
-9,54,-49,52
-34,77,-24,70
-22,69,-85,-46
-10,52,-74,-98
0,-79,56,-92
73,-45,-93,-56
-39,51,48,42
13,-2,11,81
-30,-70,7,23
-20,20,50,16
-11,-34,99,-12
74,32,-47,-90
88,-38,-74,-65
48,-46,61,-38
-19,-13,46,-21
90,-44,-86,63
99,57,-22,-73
79,-17,18,-38
65,-40,-78,-7
-17,-11,99,-75
-20,6,79,98
12,-17,-39,39
29,59,6,56
43,37,98,67
-22,-10,41,-23
44,5,68,-33
-96,-21,-6,-67
-94,90,91,-79
-8,2,74,-97
74,60,-73,50
76,-4,-73,71
56,-50,64,47
9,-29,35,18
-46,-41,-50,92
-73,-47,-40,57
-64,53,-92,-37
-67,51,89,85
-38,-18,-83,96
21,-20,-29,12
-44,-20,-93,14
44,31,18,-31
94,9,13,61
4,-88,44,-44
54,-94,21,61
-30,-18,18,-86
76,-31,28,-74
-10,-35,70,21
-37,-63,50,30
38,-85,-37,-12
96,-14,45,-29
43,-56,33,-43
-20,-8,92,36
54,99,-2,80
58,58,20,-52
-38,7,-31,77
16,-58,-52,49
-2,31,58,34
76,-36,40,-90
85,45,-17,-50
-68,-69,-66,-84
-8,-57,71,-31
39,-45,-86,73
-3,-42,84,51
-90,8,-43,47
49,-90,58,48
17,70,83,52
66,57,34,60
63,65,-58,-47
-2,47,-57,-63
48,-8,-52,-74
1,-38,-50,-61
-40,9,-69,-54
-88,-60,84,-84
6,31,-17,27
-18,2,52,58
13,61,-87,70
100,-12,-48,62
11,81,-90,66
-24,49,-24,54
19,8,-15,-40
19,19,-45,-38
-93,96,45,-4
92,-4,78,-4
63,62,59,-95
-25,-95,13,-56
-56,-58,-53,6
43,87,-33,22
-79,14,-44,-11
-45,-70,-66,80
75,-69,90,-37
33,78,99,98
-94,-86,98,-58
31,-66,-2,4
-92,-70,-94,35
94,-92,-57,28
-79,-92,51,50
16,74,98,30
-28,55,88,-98
85,-36,11,4
14,76,-96,-77
47,90,52,83
14,-21,-80,18
41,-85,31,8
64,97,20,59
4,51,-28,-53
-3,42,-30,-25
19,57,-93,47
34,-99,-74,79
-3,61,34,81
-36,18,-8,-33
-79,-32,74,-98
-91,-47,19,-58
-65,95,1,-29
13,78,98,-78
38,17,82,73
-64,-88,-7,66
20,-46,41,72
49,-2,-80,92
-70,73,-2,1
56,-98,3,87
95,25,-87,-93
59,87,-57,90
-33,-12,-62,-93
71,-47,53,-41
-51,-70,15,57
90,42,-61,-92
-99,24,-25,-71
59,84,-49,56
97,57,100,29
68,23,-76,-65
-14,-16,56,0
45,-94,73,51
-3,-75,-26,-84
74,55,45,-42
-11,-30,14,75
-18,81,76,-81
-12,68,-39,-38
95,19,-96,-57
-62,27,42,28
-12,-69,-66,93
-77,87,37,-3
-11,17,-75,93
19,52,4,76
-41,95,13,-28
1,-63,-17,91
85,-31,44,44
3,36,33,18
48,-91,-64,-34
-95,-49,-27,46
23,89,-79,31
-53,22,-30,-36
89,-52,-66,-24
-31,-75,45,-22
-50,-57,66,33
-22,74,-95,36
-43,-91,76,-20
86,-8,-17,18
-85,-22,-82,96
5,-18,86,87
-86,-6,81,-43
66,-7,-100,-20
-94,-3,-48,-75
-9,6,-54,25
91,91,92,95
67,76,71,-75
72,-35,-43,55
95,-86,69,88
-96,66,-70,-68
4,-23,24,10
78,44,53,28
34,-26,22,-29
-44,89,57,58
-16,-78,47,-66
-69,-50,-72,-98
70,-54,93,-50
-45,-15,-96,46
37,12,-96,29
-31,17,-13,-89
91,76,-6,-76
-49,-31,-36,-11
-70,-81,79,6
-61,24,-92,-32
-2,-85,77,-2
44,36,-85,-29
-94,-16,6,-3
62,-10,-43,24
73,33,-6,-89
51,42,58,94
100,-77,-83,-34
-1,-26,47,85
44,-10,-71,83
71,76,67,-42
95,-58,-28,-32
97,19,-11,-95
-24,-71,18,35
70,-52,-14,50
-68,-32,-47,37
37,-16,84,-37
66,-8,-28,69
-24,-24,-10,-22
76,55,48,2
56,-51,51,-52
69,-35,5,-100
70,-93,45,50
10,-11,71,63
-36,21,-43,80
58,-51,-73,-71
40,-76,-91,98
13,-56,58,99
-26,51,-97,70
57,87,44,-93
-40,97,61,55
77,40,81,-67
100,12,88,52
-35,-20,14,47
33,-55,-50,42
-83,35,-90,43
-45,67,54,90
-48,-73,83,41
3,-3,28,68
95,63,-10,-54
100,85,16,92
90,-73,75,-22
-76,-88,-20,41
-70,76,-25,-18
74,-43,36,3
15,-36,64,-20
66,-94,32,69
41,46,96,-84
23,9,78,-50
-78,19,10,2
32,-46,-25,-19
82,29,32,-44
-41,-76,91,-51
-90,92,-89,33
81,-22,-100,50
-66,27,51,-53
-59,-18,-20,13
41,-41,-15,48
14,61,-86,86
-78,22,-88,-58
-23,-71,45,-86
-62,-31,23,28
-55,0,-61,-100
75,-41,5,10
-25,-72,-43,83
-12,-62,92,89
-82,51,100,87
-66,-68,-64,-78
5,69,1,-6
-25,59,-17,-100
-74,-50,53,-58
72,-69,-81,-14
-77,31,-14,-20
-10,57,69,30
99,-2,-76,-86
-86,62,26,-97
-95,-5,-56,76
-2,74,96,-4
-31,-6,67,67
5,10,-71,32
-40,7,73,37
-94,-24,-48,32
-34,-83,-93,-82
-46,31,15,-49
23,-60,-74,-29
27,-7,-74,-59
24,-21,37,91
71,-11,-31,-82
70,-30,98,59
-84,41,-63,41
-11,-91,27,-96
-68,16,66,2
-72,-5,73,51
23,-44,-15,-61
-37,31,74,-90
-14,-69,0,-27
